iter	Passed	Remaining
838	353	2174
839	353	2173
840	354	2173
841	354	2172
842	355	2172
843	355	2171
844	355	2171
845	356	2170
846	356	2169
847	357	2169
848	357	2168
849	357	2168
850	358	2167
851	358	2167
852	359	2166
853	359	2165
854	359	2165
855	360	2164
856	360	2164
857	360	2163
858	361	2162
859	361	2162
860	362	2161
861	362	2161
862	362	2160
863	363	2159
864	363	2159
865	364	2158
866	364	2158
867	364	2157
868	365	2157
869	365	2156
870	366	2155
871	366	2155
872	366	2154
873	367	2153
874	368	2157
875	368	2156
876	369	2156
877	369	2155
878	369	2155
879	370	2154
880	370	2153
881	371	2153
882	371	2152
883	371	2152
884	372	2151
885	372	2150
886	373	2150
887	373	2149
888	373	2149
889	374	2148
890	374	2148
891	375	2147
892	375	2146
893	375	2146
894	376	2145
895	376	2144
896	376	2144
897	377	2143
898	377	2143
899	378	2142
900	378	2142
901	378	2141
902	379	2141
903	379	2140
904	380	2139
905	380	2139
906	380	2138
907	381	2138
908	381	2137
909	382	2137
910	382	2136
911	382	2135
912	383	2135
913	383	2134
914	384	2134
915	384	2133
916	384	2133
917	385	2132
918	385	2132
919	386	2131
920	386	2131
921	386	2130
922	387	2129
923	387	2129
924	388	2128
925	388	2128
926	388	2127
927	389	2127
928	389	2126
929	389	2126
930	390	2125
931	390	2124
932	391	2124
933	391	2123
934	391	2123
935	392	2122
936	392	2122
937	393	2121
938	393	2121
939	394	2121
940	394	2120
941	394	2120
942	395	2119
943	395	2119
944	396	2118
945	396	2118
946	396	2117
947	397	2117
948	397	2116
949	398	2115
950	398	2115
951	398	2114
952	399	2114
953	399	2113
954	399	2113
955	400	2112
956	400	2111
957	401	2111
958	401	2110
959	401	2110
960	402	2109
961	402	2109
962	403	2108
963	403	2108
964	403	2107
965	404	2107
966	404	2106
967	405	2106
968	405	2105
969	405	2105
970	406	2104
971	406	2104
972	407	2103
973	407	2103
974	407	2102
975	408	2102
976	408	2101
977	409	2100
978	409	2100
979	409	2099
980	410	2099
981	410	2098
982	411	2099
983	411	2098
984	412	2098
985	412	2097
986	412	2097
987	413	2096
988	413	2096
989	414	2095
990	414	2094
991	414	2094
992	415	2093
993	415	2093
994	416	2092
995	416	2092
996	416	2091
997	417	2091
998	417	2090
999	417	2089
1000	418	2089
1001	418	2088
1002	419	2088
1003	419	2087
1004	419	2087
1005	420	2086
1006	420	2086
1007	421	2085
1008	421	2084
1009	421	2084
1010	422	2084
1011	422	2083
1012	423	2083
1013	423	2082
1014	423	2082
1015	424	2081
1016	424	2080
1017	425	2080
1018	425	2079
1019	425	2079
1020	426	2078
1021	426	2078
1022	427	2077
1023	427	2077
1024	427	2077
1025	428	2076
1026	428	2075
1027	429	2075
1028	429	2074
1029	429	2074
1030	430	2073
1031	430	2073
1032	431	2072
1033	431	2072
1034	431	2071
1035	432	2071
1036	432	2070
1037	433	2070
1038	433	2069
1039	433	2069
1040	434	2068
1041	434	2068
1042	435	2067
1043	435	2067
1044	435	2067
1045	436	2066
1046	436	2066
1047	437	2065
1048	437	2064
1049	437	2064
1050	438	2063
1051	438	2063
1052	439	2062
1053	439	2062
1054	439	2061
1055	440	2061
1056	440	2060
1057	441	2060
1058	441	2059
1059	441	2059
1060	442	2058
1061	442	2058
1062	443	2057
1063	443	2057
1064	443	2056
1065	444	2056
1066	444	2055
1067	445	2055
1068	445	2054
1069	445	2054
1070	446	2053
1071	446	2053
1072	447	2052
1073	447	2052
1074	447	2051
1075	448	2051
1076	448	2050
1077	449	2050
1078	449	2049
1079	449	2049
1080	450	2048
1081	450	2048
1082	451	2048
1083	451	2047
1084	451	2047
1085	452	2046
1086	452	2046
1087	453	2045
1088	453	2045
1089	453	2044
1090	454	2044
1091	454	2044
1092	455	2043
1093	455	2043
1094	456	2042
1095	456	2042
1096	456	2041
1097	457	2041
1098	457	2040
1099	458	2040
1100	458	2039
1101	458	2039
1102	459	2039
1103	459	2038
1104	460	2038
1105	460	2037
1106	460	2037
1107	461	2036
1108	461	2036
1109	462	2035
1110	462	2035
1111	462	2034
1112	463	2034
1113	463	2034
1114	464	2033
1115	464	2033
1116	464	2032
1117	465	2032
1118	465	2031
1119	466	2031
1120	466	2030
1121	466	2030
1122	467	2029
1123	467	2029
1124	468	2028
1125	468	2028
1126	468	2027
1127	469	2027
1128	469	2026
1129	470	2026
1130	470	2025
1131	470	2025
1132	471	2024
1133	471	2024
1134	472	2023
1135	472	2023
1136	472	2022
1137	473	2022
1138	473	2021
1139	474	2020
1140	474	2020
1141	474	2019
1142	475	2019
1143	475	2018
1144	476	2018
1145	476	2017
1146	476	2017
1147	477	2016
1148	477	2016
1149	477	2015
1150	478	2015
1151	478	2014
1152	479	2014
1153	479	2014
1154	479	2013
1155	480	2012
1156	480	2012
1157	481	2011
1158	481	2011
1159	481	2010
1160	482	2010
1161	482	2009
1162	483	2009
1163	483	2008
1164	483	2008
1165	484	2007
1166	484	2007
1167	485	2006
1168	485	2006
1169	485	2005
1170	486	2005
1171	486	2004
1172	487	2004
1173	487	2003
1174	487	2003
1175	488	2002
1176	488	2002
1177	488	2001
1178	489	2000
1179	489	2000
1180	490	1999
1181	490	1999
1182	490	1998
1183	491	1998
1184	491	1997
1185	492	1997
1186	492	1996
1187	492	1996
1188	493	1995
1189	493	1995
1190	494	1994
1191	494	1994
1192	494	1993
1193	495	1993
1194	495	1993
1195	496	1992
1196	496	1992
1197	496	1991
1198	497	1991
1199	497	1990
1200	498	1990
1201	498	1989
1202	498	1989
1203	499	1989
1204	499	1988
1205	500	1987
1206	500	1988
1207	501	1987
1208	501	1987
1209	501	1986
1210	502	1986
1211	502	1985
1212	503	1985
1213	503	1984
1214	503	1984
1215	504	1983
1216	504	1983
1217	505	1982
1218	505	1982
1219	505	1981
1220	506	1981
1221	506	1980
1222	506	1980
1223	507	1979
1224	507	1979
1225	508	1978
1226	508	1978
1227	508	1977
1228	509	1977
1229	509	1976
1230	510	1976
1231	510	1975
1232	510	1974
1233	511	1974
1234	511	1974
1235	512	1973
1236	512	1973
1237	512	1972
1238	513	1972
1239	513	1971
1240	514	1971
1241	514	1970
1242	514	1970
1243	515	1969
1244	515	1969
1245	515	1968
1246	516	1968
1247	516	1967
1248	517	1967
1249	517	1966
1250	518	1966
1251	518	1966
1252	518	1965
1253	519	1965
1254	519	1964
1255	520	1964
1256	520	1964
1257	521	1964
1258	521	1963
1259	521	1963
1260	522	1963
1261	522	1962
1262	523	1962
1263	523	1962
1264	524	1961
1265	524	1961
1266	524	1960
1267	525	1960
1268	525	1959
1269	526	1959
1270	526	1959
1271	526	1958
1272	527	1958
1273	527	1957
1274	528	1957
1275	528	1957
1276	529	1956
1277	529	1956
1278	529	1955
1279	530	1955
1280	530	1954
1281	531	1954
1282	531	1954
1283	531	1953
1284	532	1953
1285	532	1952
1286	533	1952
1287	533	1952
1288	534	1951
1289	534	1951
1290	534	1950
1291	535	1950
1292	535	1949
1293	535	1949
1294	536	1948
1295	536	1948
1296	537	1947
1297	537	1947
1298	537	1946
1299	538	1946
1300	538	1945
1301	539	1945
1302	539	1944
1303	539	1944
1304	540	1943
1305	540	1943
1306	541	1942
1307	541	1942
1308	541	1941
1309	542	1941
1310	542	1940
1311	543	1940
1312	543	1939
1313	543	1939
1314	544	1938
1315	544	1938
1316	545	1938
1317	545	1937
1318	545	1937
1319	546	1936
1320	546	1936
1321	547	1935
1322	547	1935
1323	547	1935
1324	548	1934
1325	548	1934
1326	549	1933
1327	549	1933
1328	550	1933
1329	550	1932
1330	550	1932
1331	551	1931
1332	551	1931
1333	552	1930
1334	552	1930
1335	552	1930
1336	553	1929
1337	553	1929
1338	554	1928
1339	554	1928
1340	554	1928
1341	555	1927
1342	555	1927
1343	556	1926
1344	556	1926
1345	557	1926
1346	557	1925
1347	557	1925
1348	558	1924
1349	558	1924
1350	559	1924
1351	559	1923
1352	559	1923
1353	560	1922
1354	560	1922
1355	561	1921
1356	561	1921
1357	561	1920
1358	562	1920
1359	562	1919
1360	563	1919
1361	563	1918
1362	563	1918
1363	564	1917
1364	564	1917
1365	565	1916
1366	565	1916
1367	565	1915
1368	566	1915
1369	566	1914
1370	567	1914
1371	567	1914
1372	567	1913
1373	568	1913
1374	568	1912
1375	568	1912
1376	569	1911
1377	569	1911
1378	570	1910
1379	570	1910
1380	570	1909
1381	571	1909
1382	571	1909
1383	572	1908
1384	572	1908
1385	573	1907
1386	573	1907
1387	573	1906
1388	574	1906
1389	574	1906
1390	575	1905
1391	575	1905
1392	575	1904
1393	576	1904
1394	576	1903
1395	577	1903
1396	577	1902
1397	577	1902
1398	578	1901
1399	578	1901
1400	579	1900
1401	579	1900
1402	579	1900
1403	580	1899
1404	580	1899
1405	581	1898
1406	581	1898
1407	581	1897
1408	582	1897
1409	582	1896
1410	583	1896
1411	583	1895
1412	583	1895
1413	584	1894
1414	584	1894
1415	585	1893
1416	585	1893
1417	585	1892
1418	586	1892
1419	586	1891
1420	587	1891
1421	587	1891
1422	587	1890
1423	588	1890
1424	588	1889
1425	588	1889
1426	589	1889
1427	589	1888
1428	590	1888
1429	590	1887
1430	591	1887
1431	591	1886
1432	591	1886
1433	592	1885
1434	592	1885
1435	593	1884
1436	593	1884
1437	593	1884
1438	594	1883
1439	594	1883
1440	595	1882
1441	595	1882
1442	595	1881
1443	596	1881
1444	596	1880
1445	597	1880
1446	597	1879
1447	597	1879
1448	598	1878
1449	598	1878
1450	599	1878
1451	599	1877
1452	599	1877
1453	600	1876
1454	600	1876
1455	601	1875
1456	601	1875
1457	601	1874
1458	602	1874
1459	602	1873
1460	603	1873
1461	603	1872
1462	603	1872
1463	604	1872
1464	604	1871
1465	605	1871
1466	605	1870
1467	605	1870
1468	606	1870
1469	606	1869
1470	607	1869
1471	607	1868
1472	607	1868
1473	608	1867
1474	608	1867
1475	609	1866
1476	609	1866
1477	609	1865
1478	610	1865
1479	610	1864
1480	611	1864
1481	611	1864
1482	611	1863
1483	612	1863
1484	612	1862
1485	613	1862
1486	613	1862
1487	613	1861
1488	614	1861
1489	614	1860
1490	615	1860
1491	615	1859
1492	615	1859
1493	616	1858
1494	616	1858
1495	617	1858
1496	617	1857
1497	618	1857
1498	618	1856
1499	618	1856
1500	619	1855
1501	619	1855
1502	619	1854
1503	620	1854
1504	620	1854
1505	621	1853
1506	621	1853
1507	621	1852
1508	622	1852
1509	622	1851
1510	623	1851
1511	623	1850
1512	623	1850
1513	624	1849
1514	624	1849
1515	625	1849
1516	625	1848
1517	625	1848
1518	626	1847
1519	626	1847
1520	627	1846
1521	627	1846
1522	628	1846
1523	628	1845
1524	628	1845
1525	629	1844
1526	629	1844
1527	630	1844
1528	630	1843
1529	630	1843
1530	631	1842
1531	631	1842
1532	632	1841
1533	632	1841
1534	632	1841
1535	633	1840
1536	633	1840
1537	634	1840
1538	634	1839
1539	635	1839
1540	635	1838
1541	635	1838
1542	636	1838
1543	636	1837
1544	637	1837
1545	637	1836
1546	637	1836
1547	638	1836
1548	638	1835
1549	639	1835
1550	639	1834
1551	640	1834
1552	640	1834
1553	640	1833
1554	641	1833
1555	641	1832
1556	642	1832
1557	642	1832
1558	643	1831
1559	643	1831
1560	644	1831
1561	644	1831
1562	644	1830
1563	645	1830
1564	646	1831
1565	646	1830
1566	647	1830
1567	647	1831
1568	648	1831
1569	648	1830
1570	649	1830
1571	649	1829
1572	650	1829
1573	650	1828
1574	650	1828
1575	651	1828
1576	651	1827
1577	652	1827
1578	652	1826
1579	652	1826
1580	653	1825
1581	653	1825
1582	654	1825
1583	654	1824
1584	654	1824
1585	655	1823
1586	655	1823
1587	656	1822
1588	656	1822
1589	657	1822
1590	657	1823
1591	658	1822
1592	658	1822
1593	659	1821
1594	659	1821
1595	659	1821
1596	660	1820
1597	660	1820
1598	661	1819
1599	661	1819
1600	662	1819
1601	662	1818
1602	662	1818
1603	663	1817
1604	663	1817
1605	664	1816
1606	664	1816
1607	664	1815
1608	665	1815
1609	665	1815
1610	666	1814
1611	666	1814
1612	666	1813
1613	667	1813
1614	667	1812
1615	668	1812
1616	668	1811
1617	668	1811
1618	669	1811
1619	669	1810
1620	670	1810
1621	670	1809
1622	670	1809
1623	671	1809
1624	671	1808
1625	672	1808
1626	672	1808
1627	673	1807
1628	673	1807
1629	673	1806
1630	674	1806
1631	674	1806
1632	675	1805
1633	675	1805
1634	676	1804
1635	676	1804
1636	676	1803
1637	677	1803
1638	677	1803
1639	678	1803
1640	678	1803
1641	679	1802
1642	679	1802
1643	680	1801
1644	680	1801
1645	680	1801
1646	681	1800
1647	681	1800
1648	682	1799
1649	682	1799
1650	682	1799
1651	683	1798
1652	683	1798
1653	684	1797
1654	684	1797
1655	684	1796
1656	685	1796
1657	686	1796
1658	686	1796
1659	686	1795
1660	687	1795
1661	687	1795
1662	688	1794
1663	688	1794
1664	688	1793
1665	689	1793
1666	689	1792
1667	690	1792
1668	690	1791
1669	690	1791
1670	691	1791
1671	691	1790
1672	692	1790
1673	692	1789
1674	693	1789
1675	693	1789
1676	693	1788
1677	694	1788
1678	694	1787
1679	695	1787
1680	695	1787
1681	695	1786
1682	696	1786
1683	696	1785
1684	697	1785
1685	697	1784
1686	698	1784
1687	698	1784
1688	698	1783
1689	699	1783
1690	699	1782
1691	700	1782
1692	700	1782
1693	701	1781
1694	701	1781
1695	701	1781
1696	702	1780
1697	702	1780
1698	703	1779
1699	703	1779
1700	703	1779
1701	704	1778
1702	704	1778
1703	705	1777
1704	705	1777
1705	705	1776
1706	706	1776
1707	706	1776
1708	707	1775
1709	707	1775
1710	708	1774
1711	708	1774
1712	708	1773
1713	709	1773
1714	709	1773
1715	710	1772
1716	710	1772
1717	710	1771
1718	711	1771
1719	711	1771
1720	712	1770
1721	712	1770
1722	712	1769
1723	713	1769
1724	713	1769
1725	714	1768
1726	714	1768
1727	715	1767
1728	715	1767
1729	715	1767
1730	716	1766
1731	716	1766
1732	717	1765
1733	717	1765
1734	717	1764
1735	718	1764
1736	718	1764
1737	719	1763
1738	719	1763
1739	720	1762
1740	720	1762
1741	720	1762
1742	721	1761
1743	721	1761
1744	722	1760
1745	722	1760
1746	722	1759
1747	723	1759
1748	723	1759
1749	724	1758
1750	724	1758
1751	724	1757
1752	725	1757
1753	725	1757
1754	726	1756
1755	726	1756
1756	727	1755
1757	727	1755
1758	727	1755
1759	728	1754
1760	728	1754
1761	729	1753
1762	729	1753
1763	730	1753
1764	730	1752
1765	730	1752
1766	731	1752
1767	731	1752
1768	732	1751
1769	732	1751
1770	733	1751
1771	733	1750
1772	734	1750
1773	734	1750
1774	735	1750
1775	735	1749
1776	736	1749
1777	736	1749
1778	737	1749
1779	737	1748
1780	738	1748
1781	738	1748
1782	739	1747
1783	739	1747
1784	739	1747
1785	740	1747
1786	740	1746
1787	741	1746
1788	741	1746
1789	742	1746
1790	743	1746
1791	744	1748
1792	745	1749
1793	746	1750
1794	747	1751
1795	748	1752
1796	750	1756
1797	751	1756
1798	752	1757
1799	753	1758
1800	754	1758
1801	754	1758
1802	755	1758
1803	756	1758
1804	756	1759
1805	757	1759
1806	758	1760
1807	758	1760
1808	760	1762
1809	760	1761
1810	761	1761
1811	761	1760
1812	761	1760
1813	762	1760
1814	763	1760
1815	763	1760
1816	764	1759
1817	764	1759
1818	765	1759
1819	765	1759
1820	765	1758
1821	766	1758
1822	766	1757
1823	767	1757
1824	767	1757
1825	768	1756
1826	768	1756
1827	769	1756
1828	769	1755
1829	770	1755
1830	770	1755
1831	770	1754
1832	771	1754
1833	771	1754
1834	772	1753
1835	772	1753
1836	773	1753
1837	774	1753
1838	774	1753
1839	775	1753
1840	775	1753
1841	776	1753
1842	777	1753
1843	777	1753
1844	778	1753
1845	778	1753
1846	779	1753
1847	779	1753
1848	780	1752
1849	780	1752
1850	781	1752
1851	781	1752
1852	782	1751
1853	782	1751
1854	783	1751
1855	783	1751
1856	784	1750
1857	784	1750
1858	785	1750
1859	786	1750
1860	786	1750
1861	786	1749
1862	787	1749
1863	787	1749
1864	788	1748
1865	788	1748
1866	789	1748
1867	789	1747
1868	790	1747
1869	790	1747
1870	791	1746
